0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.047197551196597631e+00
4.166666666666666609e-03,-4.166654610349971623e-04,-0.000000000000000000e+00,1.047197551196597631e+00
8.333333333333333218e-03,-8.333236883050947411e-04,-0.000000000000000000e+00,1.047197551196597631e+00
1.250000000000000069e-02,-1.249967448170978893e-03,-0.000000000000000000e+00,1.047197551196597631e+00
1.666666666666666644e-02,-1.666589507244506168e-03,-0.000000000000000000e+00,1.047197551196597631e+00
2.083333333333333218e-02,-2.083182632514281232e-03,-0.000000000000000000e+00,1.047197551196597631e+00
2.500000000000000139e-02,-2.499739591471233490e-03,-0.000000000000000000e+00,1.047197551196597631e+00
2.916666666666666713e-02,-2.916253152234175514e-03,-0.000000000000000000e+00,1.047197551196597631e+00
3.333333333333333287e-02,-3.332716083675362102e-03,-0.000000000000000000e+00,1.047197551196597631e+00
3.749999999999999861e-02,-3.749121155546026804e-03,-0.000000000000000000e+00,1.047197551196597631e+00
4.166666666666666435e-02,-4.165461138601909107e-03,-0.000000000000000000e+00,1.047197551196597631e+00
4.583333333333333010e-02,-4.581728804728760381e-03,-0.000000000000000000e+00,1.047197551196597631e+00
5.000000000000000278e-02,-4.997916927067833776e-03,-0.000000000000000000e+00,1.047197551196597631e+00
5.416666666666666852e-02,-5.414018280141345493e-03,-0.000000000000000000e+00,1.047197551196597631e+00
5.833333333333333426e-02,-5.830025639977923918e-03,-0.000000000000000000e+00,1.047197551196597631e+00
6.250000000000000000e-02,-6.245931784238020583e-03,-0.000000000000000000e+00,1.047197551196597631e+00
6.666666666666666574e-02,-6.661729492339299452e-03,-0.000000000000000000e+00,1.047197551196597631e+00
7.083333333333333148e-02,-7.077411545581994978e-03,-0.000000000000000000e+00,1.047197551196597631e+00
7.499999999999999722e-02,-7.492970727274234598e-03,-0.000000000000000000e+00,1.047197551196597631e+00
7.916666666666666297e-02,-7.908399822857329134e-03,-0.000000000000000000e+00,1.047197551196597631e+00
8.333333333333332871e-02,-8.323691620031025903e-03,-0.000000000000000000e+00,1.047197551196597631e+00
8.749999999999999445e-02,-8.738838908878719322e-03,-0.000000000000000000e+00,1.047197551196597631e+00
9.166666666666666019e-02,-9.153834481992632888e-03,-0.000000000000000000e+00,1.047197551196597631e+00
